,event_type,sub_event_type,assoc_actor_1,latitude,longitude,notes,month
199807,Protests,Protest with intervention,Labor Group (Pakistan),30.1999,67.0097,"On 21 June 2022, police engaged in baton charge against protesting government employees at Quetta city (Balochistan) while they were protesting against the financial budget.",2022-06
199822,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 21 June 2022, members of the Pensioners Welfare Association (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
199993,Protests,Protest with intervention,AGEGA: All Government Employees Grand Alliance; Labor Group (Pakistan),30.1999,67.0097,"On 20 June 2022, members of the Balochistan Employees and Workers Grand Alliance staged a demonstration in Quetta city (Quetta, Balochistan) to demand an increase in their salaries. Police used tear gas and baton charge to disperse the demonstrators, injuring several workers.",2022-06
199994,Riots,Violent demonstration,Labor Group (Pakistan),25.0434,66.8187,"On 20 June 2022, owners and drivers of buses during a demonstration set fire to tires in Hub town (Las Bela, Balochistan), against an increase in the price of diesel.",2022-06
200004,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 20 June 2022, members of the Berozgar Agriculture Association (local body) held a protest demonstration at Anscomb road in Quetta city (Quetta, Balochistan), demanding jobs.",2022-06
200236,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),29.0353,69.1595,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Dera Bugti city (Dera Bugti, Balochistan), against inflation.",2022-06
200237,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),29.5511,67.8322,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Sibi city (Sibi, Balochistan), against inflation.",2022-06
200238,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),30.1999,67.0097,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Quetta city (Quetta, Balochistan), against inflation.",2022-06
200239,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),25.1216,62.3254,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Gwadar city (Gwadar, Balochistan), against inflation.",2022-06
200240,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),30.5802,66.9961,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Pishin city (Pishin, Balochistan), against inflation.",2022-06
200241,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),30.1007,67.9382,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Harnai city (Harnai, Balochistan), against inflation.",2022-06
200242,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),28.9876,63.5908,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Chagai city (Chagai, Balochistan), against inflation.",2022-06
200266,Protests,Peaceful protest,Labor Group (Pakistan),25.0434,66.8187,"On 19 June 2022, transporters held a protest demonstration at Yousuf Goth Bus Terminal in Hub town (Las Bela, Balochistan), against the claimed misconduct of the police.",2022-06
200267,Protests,Peaceful protest,Health Workers (Pakistan),30.1999,67.0097,"On 19 June 2022, members of the Pakistan Young Pharmacist Association (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the federal and the provincial budget.",2022-06
200270,Protests,Peaceful protest,PSP: Pak Sarzameen Party,30.1999,67.0097,"On 19 June 2022, members of the Pak Sarzameen Party (PSP) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
200271,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 19 June 2022, members of the All Balochistan Plant Operators PHI Employees Association (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
200272,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 19 June 2022, members of the Peoples Labour Union Sindh (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
200369,Protests,Peaceful protest,Labor Group (Pakistan); PTI: Pakistan Tehreek-i-Insaf,26.4567,65.2314,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Awaran city (Awaran, Balochistan), against inflation.",2022-06
200399,Protests,Peaceful protest,Labor Group (Pakistan); PTI: Pakistan Tehreek-i-Insaf,26.0001,63.0527,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Turbat city (Kech, Balochistan), against inflation.",2022-06
200434,Protests,Peaceful protest,Labor Group (Pakistan); PTI: Pakistan Tehreek-i-Insaf,29.5521,66.0228,"On 19 June 2022, activists of PTI, civil society members and traders took out a protest rally in Nushki city (Nushki, Balochistan), against inflation.",2022-06
200495,Protests,Peaceful protest,,30.1999,67.0097,"On 18 June 2022, relatives held a protest demonstration outside a private hospital in Quetta city (Quetta, Balochistan), demanding justice after a boy died due to the negligence of the doctors.",2022-06
200496,Protests,Peaceful protest,Labor Group (Pakistan); Muslim Group (Pakistan),30.1999,67.0097,"On 18 June 2022, members of the Hyderabad Glass Bangles Dealers Association (local body) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
200501,Protests,Peaceful protest,,30.1999,67.0097,"On 18 June 2022, residents held a protest demonstration in Quetta city (Quetta, Balochistan), against electricity load shedding.",2022-06
200502,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 18 June 2022, employees of the Federal Board of Revenue (FBR) Department held a protest demonstration at the FBR premises in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
200822,Protests,Peaceful protest,Sunni Tehreek; Muslim Group (Pakistan),30.1999,67.0097,"On 17 June 2022, activists of Sunni Tehreek (PST) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
200823,Protests,Peaceful protest,PAT: Pakistan Awami Tehreek,30.1999,67.0097,"On 17 June 2022, activists of PAT held a protest demonstration in Quetta city (Quetta, Balochistan), demanding justice for the victims of Model Town killings of 2014.",2022-06
200824,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 17 June 2022, members of the Dairy Farm Owners (local group) held a protest demonstration outside the DC Office in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
200826,Protests,Peaceful protest,PAT: Pakistan Awami Tehreek,29.5511,67.8322,"On 17 June 2022, activists of PAT held a protest demonstration in Sibi city (Sibi, Balochistan), demanding justice for the victims of Model Town killings of 2014.",2022-06
200827,Protests,Peaceful protest,Teachers (Pakistan),30.1999,67.0097,"On 17 June 2022, members of the Community Teachers Association (local body) held a protest demonstration in Quetta city (Quetta, Balochistan), for regularisation of their jobs.",2022-06
200828,Protests,Peaceful protest,,30.1999,67.0097,"On 17 June 2022, members of the Nojawan Action Committee (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for development works of Mandozai road.",2022-06
201172,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 16 June 2022, members of the Balochistan Physiotherapy Association (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
201451,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal; NP: National Party; JUI-F: Jamiat Ulema-e-Islam-Fazl,30.1999,67.0097,"On 15 June 2022, activists of Balochistan National Party (Mengal), JUI F, and National Party staged a protest demonstrations outside the ECP office in Quetta city (Quetta, Balochistan), against the new delimitations rules by the Election Commission of Pakistan.",2022-06
201525,Protests,Peaceful protest,Labor Group (Pakistan); Farmers (Pakistan),30.1999,67.0097,"On 15 June 2022, members of the Berozgar Agriculture Association (local body) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for employment.",2022-06
201526,Protests,Peaceful protest,Teachers (Pakistan),30.1999,67.0097,"On 15 June 2022, members of the Teachers Community Association (local body) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for regularization of their jobs.",2022-06
201729,Protests,Peaceful protest,Students (Pakistan),30.1999,67.0097,"On 14 June 2022, student unions held protests at Quetta city (Balochistan) against use of force by police against protestors in Karachi and arrest of activists.",2022-06
201967,Protests,Peaceful protest,Health Workers (Pakistan),30.1999,67.0097,"On 13 June 2022, members of the Balochistan Psychologists Association (BPA) (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
202222,Protests,Peaceful protest,Teachers (Pakistan),30.1999,67.0097,"On 12 June 2022, members of Balochistan Community Teachers Association (local body), held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-06
202342,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.9817,64.1166,"On 12 June 2022, Baloch locals held a protest at Shahukahn area in Panjgur district (Balochistan) over claimed abduction of two Baloch persons by security forces.",2022-06
202488,Protests,Peaceful protest,Christian Group (Pakistan); Hindu Group (Pakistan); JUI-F: Jamiat Ulema-e-Islam-Fazl; Labor Group (Pakistan); Muslim Group (Pakistan),27.7383,66.6433,"On 11 June 2022, a large number of activists of JUI-F and minority community group (Hindu community) took out a protest rally in Khuzdar town (Khuzdar, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202603,Protests,Peaceful protest,JUI-F: Jamiat Ulema-e-Islam-Fazl; Hindu Group (Pakistan); Christian Group (Pakistan); Muslim Group (Pakistan),27.7383,66.6433,"On 10 June 2022, activists of JUI-F and minority communities (Hindu, Christian) took out a protest rally in Khuzdar town (Khuzdar, Balochistan), against BJP (Indian political party) leaders, who made derogatory remarks against the Prophet Muhammad.",2022-06
202604,Protests,Peaceful protest,TLP: Tehreek-e-Labbaik Pakistan; Muslim Group (Pakistan),30.1999,67.0097,"On 10 June 2022, activists of TLP took out a protest rally in Quetta city (Quetta, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202605,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf; Labor Group (Pakistan),30.1999,67.0097,"On 10 June 2022, activist of PTI and traders held a protest demonstration at Taru Chowk in Pashtunabad market in Quetta city (Quetta, Balochistan), demanding compensation and investigation for the 300 shops burned at the market.",2022-06
202690,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),28.9876,63.5908,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Chagai town (Chagai, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202691,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),25.1216,62.3254,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Gwadar town (Gwadar, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202692,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),29.7945,66.7206,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Mastung town (Mastung, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202693,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),29.0353,69.1595,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Dera Bugti town (Dera Bugti, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202694,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),29.8977,69.5256,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Barkhan town (Barkhan, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202695,Protests,Peaceful protest,,30.1999,67.0097,"On 10 June 2022, members of the Noorzai Qaumi Movement (NQM) (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), demanding recovery of their community member.",2022-06
202696,Protests,Peaceful protest,TLP: Tehreek-e-Labbaik Pakistan; Muslim Group (Pakistan),30.1999,67.0097,"On 10 June 2022, activists of TLP held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202697,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),30.5802,66.9961,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Pishin town (Pishin, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202698,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),29.5511,67.8322,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Sibi town (Sibi, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202699,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),31.3417,69.4287,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Zhob town (Zhob, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202701,Protests,Peaceful protest,JI: Jamaat-e-Islami; Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan; Labor Group (Pakistan),30.3705,68.5979,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Loralai town (Loralai, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202825,Protests,Peaceful protest,JI: Jamaat-e-Islami; Labor Group (Pakistan); Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan,26.4567,65.2314,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Awaran town (Awaran, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202879,Protests,Peaceful protest,JI: Jamaat-e-Islami; Labor Group (Pakistan); Muslim Group (Pakistan); TLP: Tehreek-e-Labbaik Pakistan,26.0001,63.0527,"On 10 June 2022, activists of TLP, JI, locals and traders took out a protest rally in Turbat town (Kech, Balochistan), against BJP (Indian political party) leaders who made derogatory remarks against the Prophet Muhammad.",2022-06
202963,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 9 June 2022, members of the Balochistan Labour Federation (local group) took out a protest rally at Edhi Chowk in Quetta city (Quetta, Balochistan), against unemployment and increase in price of petroleum products and inflation.",2022-06
203293,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); IVBMP: International Voice For Baloch Missing Persons; Students (Pakistan),30.1999,67.0097,"On 8 June 2022, members of the Voice for Baloch Missing Persons, students and family members held a protest demonstration Infront of the press club in Quetta city (Quetta, Balochistan), demanding recovery of missing persons.",2022-06
203612,Protests,Peaceful protest,,29.6684,66.7797,"On 6 June 2022, hundreds of locals held a protest at Khad Koocha town (Mastung district, Balochistan) against shortage of power supply in their area.",2022-06
203613,Protests,Peaceful protest,,30.1999,67.0097,"Around 6 June 2022 (as reported), hundreds of locals held a protest across Balochistan coded at Quetta city (Balochistan) against shortage of power supply in their area.",2022-06
203614,Protests,Peaceful protest,,30.1999,67.0097,"Around 6 June 2022 (as reported), hundreds of locals held a protest at Quetta district (Balochistan) against shortage of power supply in their area.",2022-06
203615,Protests,Peaceful protest,,25.3861,66.668,"On 6 June 2022, locals held a protest at Winder town (Las Bela district, Balochistan) against shortage of power supply in their area.",2022-06
203616,Protests,Peaceful protest,,29.9053,69.0885,"Around 6 June 2022 (as reported), hundreds of locals held a protest at Kohlu district (Balochistan) against shortage of power supply in their area.",2022-06
203634,Protests,Peaceful protest,APCA: All Pakistan Clerks Association; Labor Group (Pakistan),30.1999,67.0097,"On 6 June 2022, members of the APCA held a protest demonstration in Quetta city (Quetta, Balochistan), against increase in the price of petroleum products.",2022-06
203723,Protests,Peaceful protest,,29.0266,66.5936,"Around 6 June 2022 (as reported), hundreds of locals held a protest at Kalat district (Balochistan) against shortage of power supply in their area.",2022-06
203819,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 5 June 2022, members of the Anjuman-e-Tajran Balochistan (traders) held a protest demonstration at Bacha Khan chowk in Quetta city (Quetta, Balochistan), against increase in the price of essential commodities.",2022-06
203967,Protests,Peaceful protest,,30.1999,67.0097,"On 4 June 2022, residents held a protest demonstration in Quetta city (Quetta, Balochistan), against the shortage of drinking water in their area.",2022-06
204117,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.1999,67.0097,"On 3 June 2022, activists of PTI held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against increase in petrol prices and essential commodities.",2022-06
204118,Protests,Peaceful protest,,30.1999,67.0097,"On 3 June 2022, members of the Zameendar Action Committee (local group) held a protest demonstration at Nohisar area in Quetta city (Quetta, Balochistan), against the 'harsh' behavior of the Food Authority.",2022-06
204333,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BSO: Baloch Students' Organization; Pashtun Ethnic Group (Pakistan); Students (Pakistan),30.1999,67.0097,"On 2 June 2022, a large number of Student organizations, members of the Baloch Students Organization (BSO), Pushtoon Students Federation (PSF) and others held a protest demonstration in Quetta city (Quetta, Balochistan), demanding recovery of missing students.",2022-06
204437,Protests,Peaceful protest,Students (Pakistan),27.7383,66.6433,"On 1 June 2022, a large number of students along with members of the Students Action Committee (local group) staged a protest at the Balochistan University of Engineering and Technology in Khuzdar city (Khuzdar, Balochistan), against the mismanagement by the Student Action Committee and demanding basic facilities.",2022-06
204452,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 1 June 2022, members of the Railway Mehnat Kash Union (labour group) held a protest demonstration at the Railway Station in Quetta city (Quetta, Balochistan), for an increase in their salaries.",2022-06
204453,Protests,Peaceful protest,Teachers (Pakistan); Women (Pakistan),30.1999,67.0097,"On 1 June 2022, members of the All Balochistan EST Female CTSP (teachers) Short Listed Candidates held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for appointment letters.",2022-06
205213,Protests,Peaceful protest,,30.1531,68.5732,"On 28 May 2022, locals staged a protest demonstration outside the office of the Deputy Commissioner in Duki town (Loralai, Sindh), against the provincial ruling party for interfering in local bodies.",2022-05
205353,Protests,Peaceful protest,,26.0258,63.7178,"On 27 May 2022, scores of locals held a protest at Tijaban town (Kech district, Balochistan) over the FC forces firing mortar shots in the area and demanded their withdrawal.",2022-05
205379,Protests,Peaceful protest,,30.1999,67.0097,"On 27 May 2022, residents held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the shortage of drinking water.",2022-05
205735,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.1999,67.0097,"On 25 May 2022, activists of PTI staged a protest demonstration in Quetta city (Quetta, Balochistan), demanding early elections.",2022-05
205755,Protests,Peaceful protest,BNP-A: Balochistan National Party-Awami,30.1999,67.0097,"On 25 May 2022, activists of Balochistan National Party-Awami (BNP-A) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the killing of a party activist.",2022-05
205979,Protests,Peaceful protest,,29.0353,69.1595,"On 24 May 2022, locals held a protest demonstration in Dera Bugti town (Dera Bugti, Balochistan), demanding clean drinking water.",2022-05
205980,Protests,Peaceful protest,,30.1999,67.0097,"On 24 May 2022, locals held a protest demonstration in Quetta city (Quetta, Balochistan), demanding clean drinking water.",2022-05
206359,Protests,Peaceful protest,Hazara Ethnic Group (Pakistan),30.1999,67.0097,"On 22 May 2022, locals, women and children of the Hazara community held a protest demonstration in Quetta city (Quetta, Balochistan), demanding clean drinking water for the residents of Hazara town and the adjoining areas.",2022-05
206360,Protests,Peaceful protest,PTM: Pashtun Protection Movement; Pashtun Ethnic Group (Pakistan),30.1999,67.0097,"On 22 May 2022, activists of Pashtun Tahafuz Movement (PTM) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the fire in Sherani Forest.",2022-05
206398,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BSO: Baloch Students' Organization; BYC: Baloch Yakjehti Committee; Students (Pakistan); Women (Pakistan),30.1999,67.0097,"On 22 May 2022, members of the Baloch Yakjehti Committee, Baloch Student Organization (Bijar) and Baloch Women Forum (local group) staged a protest sit-in near red zone area in Quetta city (Quetta, Balochistan), against the disappearance of Baloch women.",2022-05
206475,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.1999,67.0097,"On 21 May 2022, activists of PTI held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the arrest of a former federal minister.",2022-05
206714,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); IVBMP: International Voice For Baloch Missing Persons; Women (Pakistan),30.1999,67.0097,"On 20 May 2022, a large group of women and members of the Voice for Baloch Missing Persons held a protest demonstration in front of the press club in Quetta city (Quetta, Balochistan), demanding the release of a Baloch woman arrested by CTD.",2022-05
206767,Protests,Peaceful protest,,26.0001,63.0527,"On 20 May 2022, 'Haqq do movement' members and scores of locals held a protest at Turbat city (Kech district, Balochistan) against claimed abduction of a Baloch woman by security forces.",2022-05
206775,Protests,Peaceful protest,Students (Pakistan),26.9817,64.1166,"On 20 May 2022, students held a protest at Panjgur district (Balochistan) against claimed abduction of Baloch woman by security forces and demanded arrest of persons responsible for killing of a football player.",2022-05
207108,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); IVBMP: International Voice For Baloch Missing Persons; Women (Pakistan),30.1999,67.0097,"On 18 May 2022, a large number of women, members of the Baloch Women's Forum, National Democratic Party, the Baloch Solidarity Committee and the Voice for Baloch Missing Persons held a protest demonstration in front of the press club in Quetta city (Quetta, Balochistan), demanding recovery of missing women.",2022-05
207258,Protests,Peaceful protest,Students (Pakistan),25.8277,66.6227,"On 17 May 2022, a large number of students of Lums University held a protest demonstration in Uthal town (Las Bela, Balochistan), demanding recovery of missing students.",2022-05
207259,Protests,Peaceful protest,Students (Pakistan),25.8277,66.6227,"On 17 May 2022, a large number of students held a protest at Uthal town (Las Bela district, Balochistan) against the claimed abduction of a student by security forces and demanded her safe recovery.",2022-05
207487,Protests,Peaceful protest,,26.0159,63.8883,"On 16 May 2022, locals held a sit-in protest by blocking a road at Hoshab town (Kech district, Balochistan) over CTD detaining a woman on claimed fake charges and demanded her immediate release.",2022-05
207497,Protests,Peaceful protest,,25.1216,62.3254,"On 16 May 2022, hundreds of locals held a protest demonstration in Gwadar city (Gwadar, Gilgit Baltistan), against the CTD personnel for arresting two women who are accused of killing Chinese nationals in a planned attack.",2022-05
207768,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); IVBMP: International Voice For Baloch Missing Persons,30.1999,67.0097,"On 15 May 2022, relatives of Baloch missing persons and members of the Voice for Baloch Missing Persons held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for their recovery.",2022-05
207904,Protests,Peaceful protest,,25.1216,62.3254,"On 14 May 2022, locals held a protest at Gwadar city (Balochistan) against FC personnel over claimed misbehavior with a 'Haqq do movement' leader.",2022-05
207905,Protests,Protest with intervention,,29.1299,69.1208,"On 14 May 2022, locals held a protest at Pir Koh town (Dera Bugti district, Balochistan) against water shortage and a cholera outbreak. FC personnel were claimed to be forcing protestors to leave in a clip that circulated on social media.",2022-05
207919,Protests,Peaceful protest,,29.1299,69.1208,"On 14 May 2022, locals held a protest demonstration in Pir Koh tehsil (Dera Bugti, Balochistan), demanding clean drinking water.",2022-05
207922,Protests,Peaceful protest,,30.1999,67.0097,"On 14 May 2022, members of the Tehreek Jawanan-e-Pakistan (local group) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan) in favor of Pakistan Army.",2022-05
208392,Protests,Peaceful protest,,25.1216,62.3254,"On 12 May 2022, 'Haqq do movement' members held a protest at Gwadar city (Balochistan) where they hailed the suicide attacker who targeted the Chinese nationals at Karachi.",2022-05
208601,Riots,Violent demonstration,Labor Group (Pakistan),30.1999,67.0097,"On 11 May 2022, traders and shopkeepers held a demonstration and burned tires at Sariab road in Quetta city (Quetta, Balochistan), against an encroachment drive in the area.",2022-05
208821,Protests,Peaceful protest,TNFJ: Tehreek Nifaz Fiqah-e-Jafariya; Shiite Muslim Group (Pakistan),30.1999,67.0097,"On 10 May 2022, activists of the Tehreek-e-Nifaz-e-Fiqh Jafaria (TNFJ) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against the demolition of the Youm-e-Inhedaam-e-Jannat-ul-Baqi graveyard.",2022-05
209075,Riots,Violent demonstration,BNP-M: Balochistan National Party-Mengal,30.1999,67.0097,"On 9 May 2022, a large number of activists of BNP-M held a demonstration, burned tires and put barricades on Sariab Road in Quetta city (Quetta, Balochistan), demanding justice, after their leader was killed.",2022-05
209116,Riots,Violent demonstration,BNP-M: Balochistan National Party-Mengal,30.1999,67.0097,"On 9 May 2022, a large number of activists of BNP-M held a demonstration by burning tires on Sariab road in Quetta city (Quetta, Balochistan), after their leader was killed.",2022-05
209341,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.0159,63.8883,"On 8 May 2022, Baloch locals held a protest at Hoshab town (Kech district, Balochistan) against FC forces over their attempt to arrest a BNM member.",2022-05
209746,Protests,Peaceful protest,,26.9817,64.1166,"On 6 May 2022, people along with members of various political parties held a protest at Panjgur district (Balochistan) to demand release of a Baloch student detained by FC personnel.",2022-05
209747,Protests,Peaceful protest,Students (Pakistan),26.9817,64.1166,"On 6 May 2022, students and passengers held a protest demonstration in Panjgur town (Panjgur, Balochistan), against the police for arresting a student and demanded his release.",2022-05
209993,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 4 May 2022, owners and shop keepers held a protest demonstration in Quetta city (Quetta, Balochistan), after a fire broke out that destroyed their stalls, they demanded compensation.",2022-05
210279,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); Students (Pakistan),26.0001,63.0527,"On 3 May 2022, students, all parties Kech and 'Haqq do movement' members held a protest at Turbat city (Kech district, J&K) against enforced abductions in Balochistan.",2022-05
210349,Protests,Peaceful protest,,25.1216,62.3254,"On 2 May 2022, locals held a protest demonstration in Gwadar city (Gwadar, Gilgit Baltistan), as part of the Gwadar Ko Huqooq Do Tehreek (Give Rights to Gwadar Movement) demanding rights for the people of Gwadar, clean drinking water and end to fishing trawlers.",2022-05
210412,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); IVBMP: International Voice For Baloch Missing Persons; Students (Pakistan),30.1999,67.0097,"On 2 May 2022, a large number of families of Baloch missing persons, members of the International Voice for Baloch Missing Persons, students, civil society members and political organisations held a protest demonstration in front of the press club in Quetta city (Quetta, Balochistan), demanding recovery of the missing persons.",2022-05
210555,Protests,Peaceful protest,PML-N: Pakistan Muslim League-Nawaz,30.1999,67.0097,"On 1 May 2022, members of the PML- N held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), for the acceptance of their demands. No further details reported.",2022-05
210763,Protests,Peaceful protest,JUI-F: Jamiat Ulema-e-Islam-Fazl; JWP: Jamhoori Wattan Party,29.0353,69.1595,"On 30 April 2022, activists of JUI-F and JWP held a protest demonstration in Dera Bugti city (Dera Bugti, Balochistan), against cases of misbehaviour towards the members of the Assembly.",2022-04
